customer_key,segment,cluster,hc_cluster,recency_days,tenure_yrs,orders_per_yr,bottles_per_yr,avg_btl_price,tasting_per_yr,events_per_yr,wine_variety,club_order_share,pickup_share,online_share,spend_per_yr,net_spend,n_orders,first_order,last_order,in_ca,local_slo
1048,Estate Regulars,1,2,86,12.005475701574264,4.333042568039079,16.1427076064201,81.65789473684211,1.1045010467550593,0.5947313328681089,13,0.1568627450980392,0.7254901960784313,0.13725490196078433,1392.6364829030008,16391.36,51,2013-10-29,2025-08-06,FALSE,FALSE
1050,Estate Regulars,1,3,81,12.095824777549623,3.3686880332026745,13.390534931980632,75.32075471698113,0.8421720083006686,0.2526516024902006,12,0.125,0.825,0.325,1125.6976366151719,13366.6,40,2013-09-26,2025-08-11,TRUE,FALSE
1051,Lapsing Members,4,3,762,8.314852840520192,1.6054945054945053,5.298131868131867,77.84848484848484,0.3210989010989011,0,7,0.1,1,0,412.45153846153846,2569,10,2017-07-08,2023-09-30,TRUE,FALSE
1052,Remote Collectors,3,3,87,12.082135523613964,1.097607489597781,10.638349514563107,72.63492063492063,0,0.08443134535367545,10,0,0.15384615384615385,0.38461538461538464,804.29299583911245,9526,13,2013-10-01,2025-08-05,FALSE,FALSE
1053,Estate Regulars,1,3,86,11.704312114989733,2.964550011936023,14.3867868226307,76.67878787878787,0.7847338266889473,0.43596323704941514,10,0.029411764705882353,0.8823529411764706,0.35294117647058826,1226.2616984960612,14063.82,34,2014-02-16,2025-08-06,TRUE,FALSE
1055,Remote Collectors,3,3,87,11.734428473648187,2.348594903548464,8.176589664205762,75.2872340425532,0.5219099785663253,0,12,0.1111111111111111,0.14814814814814814,0.6666666666666666,685.1808168611574,7877,27,2014-02-05,2025-08-05,TRUE,FALSE
1056,Lapsing Members,4,3,809,11.969883641341546,2.7678220600617456,16.811956216671344,62.4439024390244,0.3075357844513051,0.10251192815043501,11,0.48148148148148145,0.25925925925925924,0.25925925925925924,1049.804153802975,10240.800000000001,27,2013-11-11,2023-08-14,TRUE,FALSE
1057,Estate Regulars,1,2,87,11.748117727583846,4.517840152235966,19.02705756422455,79.42465753424658,1.6507492863939106,0.43440770694576597,13,0.19230769230769232,0.7884615384615384,0.25,1685.4975588725024,19399.95,52,2014-01-31,2025-08-05,TRUE,FALSE
1059,Remote Collectors,3,3,92,11.956194387405887,2.22140350877193,18.19842105263158,83.58215962441315,0.5126315789473684,0,12,0.15384615384615385,0.2692307692307692,0.5384615384615384,1521.0633333333333,17803,26,2013-11-16,2025-07-31,FALSE,FALSE
1060,Lapsing Members,4,3,83,5.705681040383299,2.0078710644677664,10.221889055472264,78.32142857142857,0.5476011994002998,0,9,0.6363636363636364,0.2727272727272727,0.09090909090909091,800.5929535232384,4386,11,2020-02-16,2025-08-09,TRUE,FALSE
1061,Estate Regulars,1,2,55,9.659137577002053,5.363590555715519,18.61481428160092,82.2090395480226,2.524042614454362,0.420673769075727,12,0.23529411764705882,0.9607843137254902,0.13725490196078433,1652.5022682119204,15712.91,51,2016-03-04,2025-09-06,TRUE,FALSE
1062,Remote Collectors,3,3,80,11.901437371663244,2.2255683149753924,24.224455120693694,89.75618374558304,0,0,10,0.2692307692307692,0.038461538461538464,0.11538461538461539,2175.407429107101,25414,26,2013-12-06,2025-08-12,FALSE,FALSE
1063,Remote Collectors,3,3,87,11.824777549623546,2.416587901701323,8.371750945179583,73.4020618556701,0.9493738185255198,0,10,0.14285714285714285,1,0.42857142857142855,616.1090855387523,7138.6,28,2014-01-03,2025-08-05,TRUE,TRUE
1064,Estate Regulars,1,1,271,11.898699520876113,3.047484662576687,13.534417177914111,79.16556291390728,1.0755828220858896,0.3585276073619632,11,0.23529411764705882,0.9411764705882353,0.17647058823529413,1190.7598159509203,13285,34,2013-12-07,2025-02-02,TRUE,TRUE
1065,Remote Collectors,3,3,87,11.89596167008898,1.6298144668858618,8.749530295913575,81.46078431372548,0.25733912635039924,0.17155941756693283,11,0.2631578947368421,0.6842105263157895,0.2631578947368421,759.0646430248943,8849,19,2013-12-08,2025-08-05,TRUE,FALSE
1066,Remote Collectors,3,3,81,11.890485968514716,2.0567808540591273,36.33646175504458,76.92924528301887,0,0,11,0.2916666666666667,0,0.2916666666666667,2842.471140309714,33168,24,2013-12-10,2025-08-11,FALSE,FALSE
1067,Remote Collectors,3,3,267,11.838466803559205,1.7105619916194232,15.665146660093665,72.17241379310344,0.09002957850628543,0.18005915701257086,10,0.21052631578947367,0.42105263157894735,0.42105263157894735,1130.5914468819324,12558,19,2013-12-29,2025-02-06,TRUE,FALSE
1068,Estate Regulars,1,3,157,11.143052703627653,3.7337081523128037,21.65550728341426,63.82327586206897,0.9334270380782009,0.37337081523128035,13,0.175,0.85,0.3,1522.626719907999,16312.22,40,2014-09-09,2025-05-27,TRUE,FALSE
1070,Lapsing Members,4,3,84,11.824777549623546,1.8111570247933886,8.969539551357734,77.50961538461539,0.4312278630460449,0,9,0.3333333333333333,0.38095238095238093,0.14285714285714285,910.9472992916175,10562.25,21,2014-01-03,2025-08-08,TRUE,FALSE
1071,Remote Collectors,3,3,80,11.822039698836413,2.5855356300141574,21.804683813119397,81.40711462450592,0.25855356300141574,0.08618452100047191,12,0.13333333333333333,0.13333333333333333,0.6333333333333333,1850.5833376592732,21472.34,30,2014-01-04,2025-08-12,TRUE,FALSE
1072,Remote Collectors,3,3,81,11.822039698836413,1.9827118244040596,10.172173707812131,87.97457627118644,0.25861458579183383,0.34481944772244516,12,0.2608695652173913,0.43478260869565216,0.13043478260869565,1239.4966072692944,14378.5,23,2014-01-04,2025-08-11,TRUE,FALSE
1073,Estate Regulars,1,3,75,11.813826146475018,4.824056603773585,18.090212264150942,60.46952380952377,1.0337264150943395,1.0337264150943395,13,0.10714285714285714,0.9821428571428571,0.25,1188.349489386792,13794.939999999993,56,2014-01-07,2025-08-17,TRUE,TRUE
1074,Lapsing Members,4,3,87,11.707049965776864,0.9591191215087134,4.969980902363333,63.75438596491228,0.5231558844592982,0.08719264740988303,9,0,0.9090909090909091,0.36363636363636365,334.29661016949154,3834,11,2014-02-15,2025-08-05,TRUE,FALSE
10742,Remote Collectors,3,3,95,11.36208076659822,3.1525893958076447,40.62336621454994,81.82926829268293,0.3602959309494451,0.3602959309494451,12,0.02857142857142857,0.22857142857142856,0.6571428571428571,3540.028220715166,39301.34,35,2014-06-21,2025-07-28,FALSE,FALSE
1076,Lapsing Members,4,3,80,11.783709787816564,1.2970525568181817,10.722301136363635,78.98387096774194,0.43235085227272724,0,11,0.4666666666666667,0.4666666666666667,0.13333333333333333,848.618252840909,9814,15,2014-01-18,2025-08-12,TRUE,FALSE
1077,Remote Collectors,3,3,80,11.75085557837098,1.4741809116809117,13.18091168091168,82.23026315789474,0,0,11,0.29411764705882354,0,0.47058823529411764,1083.8698361823363,12499,17,2014-01-30,2025-08-12,FALSE,FALSE
1078,Lapsing Members,4,3,633,11.578370978781656,1.625139043381535,6.094271412680756,75.50333333333333,0.40628476084538373,0.3047135706340378,9,0.1875,1,0,491.91943131256954,4843.1,16,2014-04-03,2024-02-06,TRUE,TRUE
1079,Estate Regulars,1,2,80,11.477070499657769,2.931237840466926,9.415491245136188,81.08490566037736,0.3553015564202335,1.0659046692607004,10,0.15151515151515152,1,0.18181818181818182,1002.1724525778211,11282.5,33,2014-05-10,2025-08-12,TRUE,TRUE
1080,Estate Regulars,1,2,80,11.515400410677618,3.275387784779447,13.278599127484245,73.15333333333334,1.5049079011148812,0.2655719825496849,12,0.13513513513513514,0.9459459459459459,0.08108108108108109,1030.3803417353365,11639.559999999998,37,2014-04-26,2025-08-12,TRUE,FALSE
1081,Lapsing Members,4,3,444,11.764544832306639,2.275110303659486,19.52803010641059,81.73689320388347,0.47398131326239296,0,11,0.5,0.4166666666666667,0,1596.1605112899035,16837.799999999996,24,2014-01-25,2024-08-13,TRUE,FALSE
1082,Remote Collectors,3,3,93,11.323750855578371,1.2647786297303982,8.943791738807816,84.86878787878788,0.36136532278011374,0.18068266139005687,10,0,0.42857142857142855,0.21428571428571427,808.7364957952016,8952.01,14,2014-07-05,2025-07-30,FALSE,FALSE
1083,Remote Collectors,3,3,84,11.759069130732374,1.387793873189266,5.637912609831393,77.67692307692307,0.17347423414865826,0,8,0.3125,0.125,0.5625,437.9357041082878,5049,16,2014-01-27,2025-08-08,TRUE,FALSE
1085,Lapsing Members,4,3,1180,11.145790554414784,2.1477862331373228,11.370632998962297,67.41111111111111,0.5053614666205465,0,10,0.17647058823529413,0.47058823529411764,0.4117647058823529,766.5070044967139,6067,17,2014-09-08,2022-08-08,TRUE,FALSE
1087,Estate Regulars,1,2,87,11.436002737850787,4.465158924205379,17.235513447432762,76.51295336787565,1.4288508557457213,0.35721271393643034,12,0.06,0.76,0.18,1410.1686308068458,15790.8,50,2014-05-25,2025-08-05,TRUE,FALSE
1088,Remote Collectors,3,3,263,11.104722792607802,2.0222119694173477,14.444371210123911,84.688,0.385183232269971,0,12,0.6190476190476191,0.14285714285714285,0.09523809523809523,1223.2649090429738,12703.2,21,2014-09-23,2025-02-10,TRUE,FALSE
1090,Remote Collectors,3,3,87,11.145790554414784,1.8335843373493976,9.626317771084338,82.3047619047619,0.27503765060240964,0.09167921686746988,11,0.25,0.25,0.4,792.2917921686746,8642,20,2014-09-08,2025-08-05,FALSE,FALSE
1091,Estate Regulars,1,2,189,11.093771389459274,4.538441625679524,23.732267667615844,82.93227091633466,1.7019156096298214,0.6618560704115972,13,0.0625,1,0.2708333333333333,2080.5738681076887,22004.81,48,2014-09-27,2025-04-25,TRUE,FALSE
1092,Remote Collectors,3,3,41,11.657768651608487,1.6456604221010196,10.826713303296183,69.928,0.3464548257054778,0.25984111927910836,10,0.15789473684210525,0.7894736842105263,0.2631578947368421,783.0745198008062,9041,19,2014-03-05,2025-09-20,TRUE,FALSE
1095,Lapsing Members,4,3,84,6.225872689938399,2.5017123287671232,10.34041095890411,81.48387096774194,0.8339041095890412,0,7,0.4,0.5333333333333333,0.2,855.0185616438357,5126.6,15,2019-08-10,2025-08-08,TRUE,FALSE
1096,Remote Collectors,3,3,83,10.173853524982889,2.010734929810074,12.064409578860445,75.14166666666667,0.30161023947151117,0,9,0.25,0.35,0.45,906.539843104872,9017,20,2015-08-29,2025-08-09,TRUE,FALSE
1097,Lapsing Members,4,3,203,11.679671457905544,0.8989662810730987,3.6857617523997046,58.99024390243902,0.3595865124292395,0,8,0.2,0.7,0,217.42398474033965,2418.6,10,2014-02-25,2025-04-11,TRUE,FALSE
1098,Estate Regulars,1,3,66,11.460643394934976,2.6595873786407767,13.741201456310678,73.4877419354839,0.26595873786407764,0.7092233009708737,11,0.13333333333333333,1,0.23333333333333334,1009.8098665048547,11390.600000000004,30,2014-05-16,2025-08-26,TRUE,TRUE
10986,Lapsing Members,4,3,810,11.28268309377139,0.330942313500453,1.7650256720024162,40.325,0.11031410450015101,0,5,0,0.6666666666666666,0.3333333333333333,71.17466022349744,645.2,3,2014-07-20,2023-08-13,TRUE,FALSE
1099,Remote Collectors,3,3,87,11.145790554414784,2.291980421686747,21.636295180722893,70.40677966101696,0.4583960843373494,0,13,0.04,0.48,0.56,1586.0431174698795,17299.92,25,2014-09-08,2025-08-05,TRUE,FALSE
1100,Remote Collectors,3,2,95,11.145790554414784,3.031501509054326,17.637826961770624,82.24479166666667,0.6430457746478873,0.275591046277666,13,0.12121212121212122,0.5454545454545454,0.30303030303030304,1545.6009393863178,16824.94,33,2014-09-08,2025-07-28,TRUE,FALSE
1101,Estate Regulars,1,2,92,11.107460643394935,3.776860025220681,21.832093316519547,87.30801687763713,1.105422446406053,0.6448297604035309,12,0.14634146341463414,0.5609756097560976,0.36585365853658536,1963.23026481715,21312,41,2014-09-22,2025-07-31,FALSE,FALSE
1102,Remote Collectors,3,3,94,11.633127994524298,2.900902527075812,20.04259927797834,81.54385964912281,0.3516245487364621,0.08790613718411552,12,0.15151515151515152,0.12121212121212122,0.5757575757575758,1743.7940433212996,19837,33,2014-03-14,2025-07-29,FALSE,FALSE
1105,Lapsing Members,4,3,910,11.652292950034223,1.2007621040047818,11.02517931858936,82.92079207920793,0.21832038254632397,0,10,0.2727272727272727,0.45454545454545453,0.36363636363636365,914.2166019127316,8375,11,2014-03-07,2023-05-05,TRUE,FALSE
1106,Remote Collectors,3,2,95,10.55167693360712,3.012170790103751,25.06903431763767,82.72093023255815,0.2915003990422985,0.583000798084597,12,0.0967741935483871,0.3870967741935484,0.6451612903225806,2268.68347565842,23348.34,31,2015-04-13,2025-07-28,TRUE,FALSE
1107,Estate Regulars,1,2,159,11.145790554414784,6.629026073619632,50.978144171779135,84.26556776556777,1.4004984662576687,1.2137653374233128,12,0,0.9154929577464789,0.39436619718309857,4689.959386503067,50231.68,71,2014-09-08,2025-05-25,TRUE,FALSE
1108,Lapsing Members,4,3,813,11.646817248459959,1.3799040976460333,7.960985178727115,77.52,0.5307323452484743,0,10,0.5384615384615384,0.46153846153846156,0,634.9490714908457,5981.82,13,2014-03-09,2023-08-10,TRUE,FALSE
1109,Lapsing Members,4,3,763,11.110198494182066,1.3301972685887706,5.542488619119878,75.12,0.22169954476479511,0,10,0.4166666666666667,0.25,0.3333333333333333,416.35174506828525,3756,12,2014-09-21,2023-09-29,TRUE,FALSE
1112,Remote Collectors,3,3,80,11.145790554414784,2.0134051616136306,10.616136306690052,78.8103448275862,0.3660736657479328,0.1830368328739664,10,0.36363636363636365,0.7272727272727273,0.2727272727272727,836.6613630669004,9142,22,2014-09-08,2025-08-12,TRUE,FALSE
1113,Lapsing Members,4,3,26,11.63586584531143,1.8158735795454544,8.474076704545453,82.31632653061224,0.7782315340909091,0.08647017045454544,10,0.38095238095238093,1,0,697.5548650568181,8067,21,2014-03-13,2025-10-05,FALSE,FALSE
1115,Lapsing Members,4,1,1180,11.121149897330595,2.027758501040944,6.463480222068009,72.03921568627452,0.633674531575295,0.126734906315059,8,0.0625,0.875,0.25,465.62404580152673,3674,16,2014-09-17,2022-08-08,TRUE,FALSE
1116,Remote Collectors,3,2,81,11.624914442162902,2.718547418967587,26.308523409363744,83.78,0.6138655462184874,0.08769507803121249,12,0.1935483870967742,0.9354838709677419,0.5806451612903226,2204.1280912364946,25134,31,2014-03-17,2025-08-11,TRUE,TRUE
1117,Estate Regulars,1,2,81,11.132101300479125,4.032873274780426,17.96461731493099,83.04591836734694,0.824905897114178,0.5499372647427854,13,0.045454545454545456,1,0.3409090909090909,1491.8881430363863,16277,44,2014-09-13,2025-08-11,TRUE,TRUE
1118,Lapsing Members,4,3,80,11.14031485284052,0.6409501128102281,3.5710077713712707,83.51282051282051,0.18312860366006517,0,7,0.5714285714285714,0.5714285714285714,0.14285714285714285,298.2249310604161,3257,7,2014-09-10,2025-08-12,TRUE,FALSE
1119,Remote Collectors,3,3,80,11.613963039014374,2.369473810667948,19.482340221047576,81.36936936936937,0.3510331571359923,0.08775828928399808,13,0.5185185185185185,0.18518518518518517,0.14814814814814814,1803.4547843584817,20550.25,27,2014-03-21,2025-08-12,FALSE,FALSE
11197,Remote Collectors,3,3,640,11.145790554414784,2.129116875546488,18.310405129699795,80.6046511627907,0.1064558437773244,0,13,0.3,0.1,0.35,1476.5425531914893,13870,20,2014-09-08,2024-01-30,TRUE,FALSE
1120,Lapsing Members,4,3,80,11.611225188227241,1.053352559480894,7.987923576063446,82.01098901098901,0.17555875991348233,0,8,0.6666666666666666,0.25,0,655.0975126171593,7463,12,2014-03-22,2025-08-12,TRUE,FALSE
1121,Lapsing Members,4,3,87,11.611225188227241,2.022327876745306,8.089311506981224,66.3695652173913,0.527563793933558,0.08792729898892634,9,0.13043478260869565,0.4782608695652174,0.34782608695652173,540.983258305248,6152.62,23,2014-03-22,2025-08-05,TRUE,FALSE
1122,Remote Collectors,3,3,80,11.34839151266256,1.2579335793357933,8.715682656826568,72.48453608247422,0.08985239852398524,0,10,0.07142857142857142,0.2857142857142857,0.42857142857142855,634.8215719557195,7065.16,14,2014-06-26,2025-08-12,FALSE,FALSE
1124,Remote Collectors,3,3,81,10.595482546201232,1.5423594615993665,11.374901029295328,85.58474576271186,0.38558986539984164,0,13,0.0625,0.375,0.5625,978.0120625494852,10145.619999999999,16,2015-03-28,2025-08-11,TRUE,FALSE
1125,Lapsing Members,4,3,78,9.344284736481862,1.2047226386806598,6.790254872563718,79.03225806451613,0.21904047976011995,0,10,0.5454545454545454,0.18181818181818182,0,536.6491754122939,4900,11,2016-06-27,2025-08-14,TRUE,FALSE
1126,New Members,2,1,809,2.8966461327857633,3,12,85,1,0,3,0.3333333333333333,1,0,1020,1020,3,2022-12-08,2023-08-14,TRUE,FALSE
1127,Lapsing Members,4,3,87,11.145790554414784,1.558546686746988,6.142507530120482,56.5402985074627,0.18335843373493976,0,10,0.23529411764705882,0.5882352941176471,0.35294117647058826,354.9855948795182,3872.0400000000013,17,2014-09-08,2025-08-05,TRUE,FALSE
1128,Remote Collectors,3,3,80,11.145790554414784,2.0134051616136306,10.707654723127035,73.55555555555556,0.45759208218491604,0,10,0.2727272727272727,0.18181818181818182,0.4090909090909091,787.6074918566775,8606,22,2014-09-08,2025-08-12,FALSE,FALSE
1129,Remote Collectors,3,3,80,11.145790554414784,1.7388499123026808,8.145139062891506,74.67415730337079,0.45759208218491604,0.0915184164369832,11,0.2631578947368421,0.42105263157894735,0.3684210526315789,608.2313956401904,6646,19,2014-09-08,2025-08-12,TRUE,FALSE
11290,New Members,2,1,80,0.5694729637234771,2,12,80,1,0,6,0.5,0,0,975,975,2,2025-04-06,2025-08-12,FALSE,FALSE
1130,Lapsing Members,4,3,49,10.976043805612594,1.2912878787878788,5.718560606060605,74.63548387096773,0.4611742424242424,0.18446969696969695,9,0,0.6428571428571429,0.21428571428571427,493.21662878787873,5347.4,14,2014-11-09,2025-09-12,TRUE,FALSE
1131,Remote Collectors,3,3,87,11.570157426420261,1.8531650157042765,12.17794153177096,76.76086956521739,0.17649190625755015,0,12,0.2857142857142857,0.09523809523809523,0.6190476190476191,934.7893814931143,10593,21,2014-04-06,2025-08-05,TRUE,FALSE
1132,Remote Collectors,3,3,87,10.157426420260096,2.318727573833839,15.827836047474468,75.28662420382166,0.20162848468120342,0.30244272702180514,12,0.08695652173913043,0.391304347826087,0.7391304347826086,1219.8241043334253,12099.720000000001,23,2015-09-04,2025-08-05,TRUE,FALSE
1134,Remote Collectors,3,3,81,11.143052703627653,1.4650288292805214,12.269616445224367,77.08208955223881,0.18312860366006517,0,12,0.4375,0.25,0.25,945.7676736024066,10329,16,2014-09-09,2025-08-11,FALSE,FALSE
1135,Lapsing Members,4,1,1088,11.567419575633128,2.445090851131654,7.218839655722027,78.45161290322581,1.6300605674211028,0,7,0.047619047619047616,1,0,571.7577159706725,4910.62,21,2014-04-07,2022-11-08,TRUE,FALSE
